CustomerID,Last_Purchase_Date,First_Purchase_Date,Total_Orders,Days_Since_Last_Purchase,Churned
12544,2011-11-03 16:15:00,2011-11-03 16:15:00,1,35,False
12545,2011-09-25 13:39:00,2011-03-25 12:04:00,2,74,False
12546,2011-10-24 12:09:00,2011-09-23 09:44:00,2,46,False
12547,2011-05-26 12:38:00,2011-03-04 12:46:00,2,197,True
12548,2011-06-26 15:35:00,2011-06-26 15:35:00,1,165,True
12550,2011-09-21 14:35:00,2011-09-21 14:35:00,1,78,False
12551,2010-12-17 11:23:00,2010-12-17 11:23:00,1,357,True
12552,2011-11-01 10:02:00,2011-10-31 12:11:00,2,38,False
12553,2011-12-01 16:38:00,2011-01-14 10:42:00,10,7,False
12556,2011-10-20 13:06:00,2011-07-11 13:35:00,2,49,False
12557,2011-11-23 16:59:00,2010-12-03 12:20:00,5,15,False
12558,2011-12-02 10:41:00,2011-12-02 10:41:00,1,7,False
12559,2011-02-02 09:49:00,2011-01-24 10:12:00,2,310,True
12560,2011-12-04 13:54:00,2011-07-19 15:55:00,3,4,False
12561,2011-02-10 11:39:00,2011-02-10 11:39:00,1,302,True
12562,2011-12-01 17:20:00,2011-05-25 12:44:00,7,7,False
12564,2011-03-23 14:55:00,2011-03-23 14:55:00,1,260,True
12565,2011-02-24 10:34:00,2011-02-24 10:34:00,1,288,True
12566,2011-09-14 14:30:00,2011-09-14 14:30:00,1,85,False
12567,2011-11-17 11:02:00,2010-12-05 11:57:00,10,22,False
12569,2011-12-07 16:24:00,2011-04-01 13:47:00,32,1,False
12571,2011-10-31 10:19:00,2011-08-10 12:35:00,2,39,False
12572,2011-12-01 09:20:00,2011-10-19 08:20:00,2,8,False
12573,2011-04-26 15:52:00,2011-04-26 15:52:00,1,226,True
12574,2011-01-28 09:20:00,2011-01-28 09:20:00,1,315,True
12576,2011-11-04 10:11:00,2011-02-08 11:31:00,5,35,False
12577,2011-11-04 13:24:00,2010-12-15 16:21:00,3,34,False
12578,2011-11-18 13:30:00,2011-01-13 15:34:00,2,20,False
12579,2011-09-22 17:15:00,2011-09-22 17:15:00,1,77,False
12580,2011-04-07 10:24:00,2011-04-07 10:24:00,1,246,True
12581,2011-10-31 08:56:00,2011-10-31 08:56:00,1,39,False
12582,2011-04-15 08:45:00,2011-02-24 11:42:00,2,238,True
12583,2011-12-07 08:07:00,2010-12-01 08:45:00,15,2,False
12584,2011-12-06 09:35:00,2011-03-04 15:15:00,9,3,False
12585,2011-04-19 13:39:00,2010-12-23 12:58:00,2,233,True
12586,2011-11-22 16:24:00,2011-11-22 16:24:00,1,16,False
12587,2011-12-02 12:47:00,2011-12-02 12:47:00,1,7,False
12588,2011-10-31 15:01:00,2011-10-31 15:01:00,1,38,False
12589,2011-11-11 10:19:00,2011-07-18 12:05:00,2,28,False
12590,2011-05-12 14:52:00,2011-05-12 14:46:00,2,210,True
12591,2011-01-26 14:35:00,2011-01-26 14:35:00,1,316,True
12592,2011-09-08 15:04:00,2011-05-10 13:44:00,2,91,True
12593,2011-08-23 12:43:00,2011-05-05 09:29:00,3,108,True
12594,2011-11-02 12:20:00,2011-01-21 09:52:00,10,37,False
12596,2011-10-19 13:02:00,2011-04-11 13:22:00,2,50,False
12597,2011-11-20 13:33:00,2011-03-16 14:00:00,4,18,False
12598,2011-11-30 12:18:00,2011-02-28 11:58:00,8,9,False
12599,2011-11-10 13:34:00,2011-02-08 13:28:00,7,28,False
12600,2011-11-11 10:29:00,2010-12-03 12:57:00,10,28,False
12601,2011-06-03 10:17:00,2011-01-11 10:38:00,5,189,True
12602,2011-10-12 11:22:00,2011-10-12 11:22:00,1,58,False
12603,2011-11-18 10:42:00,2011-11-18 10:42:00,1,21,False
12604,2011-09-21 14:08:00,2011-03-23 12:06:00,2,78,False
12607,2011-10-10 16:06:00,2011-10-10 16:06:00,1,59,False
12609,2011-09-22 16:34:00,2011-01-25 15:13:00,3,77,False
12610,2011-11-17 09:34:00,2011-08-05 13:52:00,5,22,False
12611,2011-10-18 13:12:00,2011-10-18 13:12:00,1,51,False
12612,2011-09-26 15:35:00,2011-09-26 15:35:00,1,73,False
12613,2011-10-13 14:59:00,2011-03-22 15:42:00,5,56,False
12614,2011-03-07 10:22:00,2011-03-07 10:22:00,1,277,True
12615,2011-12-07 15:02:00,2011-06-24 13:35:00,4,1,False
12616,2011-09-05 15:17:00,2011-02-15 14:17:00,2,94,True
12617,2011-11-10 14:39:00,2011-11-10 14:39:00,1,28,False
12618,2011-11-18 11:10:00,2011-11-18 11:10:00,1,21,False
12619,2011-11-23 14:52:00,2011-03-31 13:10:00,9,15,False
12620,2011-11-25 10:20:00,2011-05-19 12:10:00,3,14,False
12621,2011-12-08 11:25:00,2010-12-09 10:16:00,20,1,False
12622,2011-04-21 16:39:00,2011-04-21 16:39:00,1,231,True
12623,2011-03-08 13:50:00,2011-03-08 13:50:00,1,275,True
12624,2011-08-25 15:04:00,2011-06-15 12:34:00,2,105,True
12625,2011-05-12 09:54:00,2011-01-24 13:27:00,2,211,True
12626,2011-11-16 16:06:00,2011-01-17 11:01:00,9,22,False
12627,2011-11-29 12:07:00,2011-07-22 13:59:00,7,10,False
12628,2011-12-05 13:15:00,2011-10-06 09:28:00,3,3,False
12630,2011-11-30 10:48:00,2011-10-27 10:41:00,2,9,False
12631,2011-10-13 13:53:00,2011-10-13 13:53:00,1,56,False
12633,2011-10-12 11:40:00,2011-02-25 08:44:00,4,58,False
12635,2011-09-11 11:04:00,2011-07-08 08:43:00,2,89,False
12637,2011-10-03 13:46:00,2011-01-20 10:47:00,8,66,False
12638,2011-11-06 13:11:00,2011-11-06 13:11:00,1,32,False
12639,2011-04-15 12:48:00,2011-04-15 12:48:00,1,238,True
12640,2011-11-16 11:52:00,2011-09-19 12:01:00,3,23,False
12641,2011-08-16 13:26:00,2011-08-16 13:26:00,1,114,True
12642,2011-11-14 15:03:00,2011-08-24 09:23:00,3,24,False
12643,2011-08-03 12:56:00,2011-01-11 11:48:00,6,127,True
12644,2011-08-02 10:33:00,2011-08-02 10:33:00,1,129,True
12645,2011-11-06 12:38:00,2011-01-27 13:08:00,4,33,False
12646,2011-12-05 10:14:00,2011-10-21 12:52:00,2,4,False
12647,2011-11-17 12:56:00,2010-12-05 14:02:00,12,21,False
12648,2011-07-08 11:55:00,2011-07-08 11:55:00,1,154,True
12649,2011-08-24 14:41:00,2011-05-11 14:37:00,3,106,True
12650,2011-12-06 16:34:00,2011-12-06 16:34:00,1,2,False
12651,2011-01-09 12:46:00,2011-01-09 12:46:00,1,334,True
12652,2011-01-12 15:00:00,2011-01-12 15:00:00,1,330,True
12653,2011-07-14 10:41:00,2011-02-16 10:53:00,2,148,True
12654,2011-11-29 10:10:00,2011-02-17 13:16:00,5,10,False
12656,2011-11-22 13:42:00,2011-04-20 09:20:00,5,16,False
12657,2011-11-28 15:47:00,2011-09-22 11:40:00,4,10,False
12658,2011-11-21 10:22:00,2011-11-21 10:22:00,1,18,False
12659,2011-11-10 11:53:00,2011-11-10 11:53:00,1,29,False
12660,2011-11-28 13:26:00,2011-11-28 13:26:00,1,10,False
12662,2011-12-09 11:59:00,2010-12-01 13:04:00,11,0,False
12664,2011-12-01 17:07:00,2011-01-21 11:42:00,9,7,False
12665,2011-01-19 08:34:00,2011-01-19 08:34:00,1,324,True
12667,2011-10-12 17:00:00,2011-10-12 17:00:00,1,57,False
12668,2011-11-28 10:56:00,2010-12-19 12:46:00,4,11,False
12669,2011-07-12 09:54:00,2011-03-28 10:15:00,3,150,True
12670,2011-11-29 15:23:00,2011-04-21 10:16:00,5,9,False
12672,2011-01-14 09:20:00,2011-01-14 09:20:00,1,329,True
12673,2011-12-04 13:55:00,2011-01-17 11:46:00,2,4,False
12674,2011-11-01 12:12:00,2011-05-16 09:10:00,4,38,False
12676,2011-11-15 12:25:00,2011-02-01 15:41:00,6,24,False
12678,2011-10-28 13:04:00,2010-12-21 11:00:00,12,41,False
12679,2011-10-12 12:30:00,2011-03-01 12:26:00,4,58,False
12680,2011-12-09 12:50:00,2011-08-18 15:44:00,4,0,False
12681,2011-11-25 11:33:00,2010-12-07 10:08:00,22,14,False
12682,2011-12-06 10:00:00,2010-12-03 13:59:00,31,3,False
12683,2011-12-05 16:31:00,2010-12-09 10:37:00,15,3,False
12684,2011-12-02 09:53:00,2011-05-10 12:55:00,7,7,False
12685,2011-11-11 13:46:00,2011-09-07 10:28:00,6,27,False
12686,2010-12-03 09:51:00,2010-12-03 09:51:00,1,371,True
12688,2011-08-18 08:49:00,2011-08-18 08:49:00,1,113,True
12689,2011-11-14 08:31:00,2011-08-04 10:04:00,2,25,False
12690,2011-05-18 09:09:00,2011-05-18 09:09:00,1,205,True
12691,2011-11-11 16:49:00,2010-12-17 14:46:00,6,27,False
12693,2011-08-04 17:51:00,2011-01-24 12:58:00,4,126,True
12694,2011-09-30 13:06:00,2011-06-09 17:48:00,2,69,False
12695,2011-12-02 13:22:00,2011-05-13 13:15:00,4,6,False
12697,2011-11-11 08:47:00,2011-06-23 15:44:00,3,28,False
12700,2011-12-02 10:47:00,2011-05-08 16:10:00,4,7,False
12701,2011-09-21 10:47:00,2011-04-11 13:02:00,2,79,False
12702,2011-11-20 10:36:00,2011-11-20 10:36:00,1,19,False
12703,2011-09-29 17:52:00,2011-09-29 17:52:00,1,70,False
12704,2011-12-02 13:15:00,2011-06-23 10:20:00,8,6,False
12705,2011-11-24 13:17:00,2010-12-17 15:58:00,9,14,False
12707,2011-02-21 08:38:00,2011-02-21 08:38:00,1,291,True
12708,2011-11-10 09:52:00,2010-12-06 10:43:00,10,29,False
12709,2011-11-24 15:38:00,2010-12-08 09:49:00,15,14,False
12710,2011-09-04 12:00:00,2011-05-22 14:05:00,3,96,True
12712,2011-11-11 08:19:00,2010-12-03 14:30:00,13,28,False
12713,2011-12-09 12:16:00,2011-12-09 12:16:00,1,0,False
12714,2011-11-30 15:43:00,2011-02-18 10:53:00,5,8,False
12715,2011-08-25 15:22:00,2011-08-25 15:22:00,1,105,True
12716,2011-12-06 08:55:00,2011-07-29 13:28:00,2,3,False
12717,2011-07-11 14:47:00,2011-04-08 10:32:00,2,150,True
12718,2011-09-29 16:38:00,2011-09-29 16:38:00,1,70,False
12719,2011-12-04 13:45:00,2011-10-05 14:50:00,2,4,False
12720,2011-12-07 08:03:00,2010-12-05 15:21:00,25,2,False
12721,2011-11-08 12:13:00,2010-12-20 11:38:00,6,31,False
12722,2011-09-15 14:50:00,2011-07-12 11:55:00,4,84,False
12723,2011-12-06 10:19:00,2011-10-05 15:52:00,5,3,False
12724,2011-12-04 16:02:00,2011-01-11 15:00:00,4,4,False
12725,2010-12-03 15:45:00,2010-12-03 15:45:00,1,370,True
12726,2011-11-11 13:35:00,2010-12-17 12:56:00,7,27,False
12727,2011-11-29 11:46:00,2011-01-23 15:17:00,7,10,False
12728,2011-09-29 15:31:00,2011-01-11 13:31:00,4,70,False
12729,2011-08-18 11:40:00,2011-08-18 11:40:00,1,113,True
12731,2011-11-16 11:59:00,2010-12-10 10:56:00,12,23,False
12732,2011-06-13 11:33:00,2011-06-13 11:33:00,1,179,True
12733,2011-04-19 16:19:00,2011-04-19 16:19:00,1,233,True
12734,2010-12-22 12:47:00,2010-12-22 12:47:00,1,352,True
12735,2011-01-28 13:37:00,2011-01-06 14:26:00,2,314,True
12736,2011-01-11 07:57:00,2011-01-11 07:57:00,1,332,True
12738,2010-12-02 18:27:00,2010-12-02 18:27:00,1,371,True
12739,2011-09-22 13:00:00,2011-09-01 17:45:00,2,77,False
12740,2011-10-07 10:44:00,2011-10-07 10:44:00,1,63,False
12743,2011-07-28 16:21:00,2011-07-28 16:06:00,2,133,True
12744,2011-10-19 11:18:00,2011-01-25 13:26:00,7,51,False
12747,2011-12-07 14:34:00,2010-12-05 15:38:00,11,1,False
12748,2011-12-09 12:20:00,2010-12-01 12:48:00,209,0,False
12749,2011-12-06 09:56:00,2011-05-10 15:25:00,5,3,False
12750,2011-08-03 09:13:00,2011-08-03 09:13:00,1,128,True
12752,2011-09-19 13:32:00,2011-09-19 13:32:00,1,80,False
12753,2011-11-17 10:52:00,2010-12-12 11:44:00,6,22,False
12754,2011-04-18 09:00:00,2011-02-04 10:31:00,3,235,True
12755,2011-03-04 12:42:00,2010-12-09 10:44:00,2,280,True
12756,2011-09-14 09:31:00,2011-09-14 09:31:00,1,86,False
12757,2011-11-24 12:30:00,2011-05-12 19:01:00,13,15,False
12758,2011-08-15 10:22:00,2011-03-08 12:05:00,2,116,True
12759,2011-10-18 14:49:00,2011-03-09 08:09:00,3,51,False
12762,2011-12-02 10:23:00,2011-11-14 14:23:00,2,7,False
12763,2011-07-24 14:12:00,2010-12-05 15:46:00,2,137,True
12764,2011-01-27 10:19:00,2011-01-27 10:19:00,1,316,True
12766,2011-12-06 08:46:00,2010-12-08 13:53:00,7,3,False
12769,2011-04-15 10:25:00,2011-04-15 10:25:00,1,238,True
12770,2011-05-13 09:33:00,2011-05-13 09:33:00,1,210,True
12772,2011-10-11 09:19:00,2011-10-11 09:19:00,1,59,False
12775,2011-11-22 16:33:00,2011-02-01 13:45:00,5,16,False
12778,2011-11-20 11:30:00,2011-01-31 14:35:00,6,19,False
12779,2011-11-02 11:43:00,2010-12-03 13:40:00,8,37,False
12781,2011-10-07 10:37:00,2011-02-28 08:43:00,2,63,False
12782,2011-12-05 09:16:00,2010-12-17 11:30:00,5,4,False
12783,2011-12-07 15:56:00,2011-09-25 15:35:00,6,1,False
12784,2011-11-30 15:38:00,2011-11-24 12:53:00,2,8,False
12785,2010-12-10 13:48:00,2010-12-10 13:48:00,1,363,True
12787,2011-11-30 08:44:00,2011-05-31 09:36:00,3,9,False
12789,2011-10-05 13:34:00,2011-10-05 13:34:00,1,64,False
12790,2011-05-31 14:14:00,2011-05-31 14:14:00,1,191,True
12791,2010-12-01 11:27:00,2010-12-01 11:27:00,1,373,True
12792,2011-03-28 11:36:00,2011-03-28 11:36:00,1,256,True
12793,2011-01-09 12:12:00,2010-12-03 15:14:00,2,334,True
12794,2011-10-17 14:54:00,2011-09-02 12:01:00,2,52,False
12795,2011-11-21 10:27:00,2011-11-21 10:27:00,1,18,False
12797,2010-12-09 10:55:00,2010-12-09 10:55:00,1,365,True
12798,2011-11-29 15:52:00,2011-06-22 10:11:00,3,9,False
12802,2011-06-06 09:36:00,2011-06-06 09:36:00,1,186,True
12808,2011-11-03 10:05:00,2010-12-06 10:27:00,3,36,False
12809,2011-06-15 10:51:00,2011-06-15 10:51:00,1,177,True
12811,2011-03-24 09:42:00,2011-02-28 15:39:00,3,260,True
12812,2011-10-26 09:54:00,2011-10-26 09:54:00,1,44,False
12814,2011-08-30 12:11:00,2011-08-30 12:11:00,1,101,True
12815,2011-07-15 10:21:00,2011-05-25 13:34:00,2,147,True
12816,2011-09-05 12:41:00,2011-06-16 13:24:00,2,95,True
12817,2011-03-03 16:28:00,2011-03-03 16:28:00,1,280,True
12818,2011-03-23 12:06:00,2011-03-23 12:06:00,1,261,True
12820,2011-12-06 15:12:00,2011-01-17 12:34:00,4,2,False
12821,2011-05-09 15:51:00,2011-05-09 15:51:00,1,213,True
12822,2011-09-30 10:04:00,2011-09-13 13:46:00,2,70,False
12823,2011-09-26 07:35:00,2011-02-16 12:15:00,5,74,False
12824,2011-10-11 12:49:00,2011-10-11 12:49:00,1,59,False
12826,2011-12-07 10:25:00,2010-12-09 15:21:00,7,2,False
12827,2011-12-04 12:17:00,2011-10-26 15:44:00,3,5,False
12828,2011-12-07 08:45:00,2011-08-01 16:16:00,6,2,False
12829,2011-01-07 11:13:00,2010-12-14 14:54:00,2,336,True
12830,2011-11-02 11:54:00,2011-06-21 10:53:00,6,37,False
12831,2011-03-22 13:02:00,2011-03-22 13:02:00,1,261,True
12832,2011-11-07 13:30:00,2011-09-02 13:48:00,2,31,False
12833,2011-07-17 13:46:00,2011-07-17 13:46:00,1,144,True
12834,2011-03-02 09:49:00,2011-03-02 09:49:00,1,282,True
12836,2011-10-11 15:10:00,2011-02-01 11:19:00,4,58,False
12837,2011-06-19 16:07:00,2011-06-19 16:07:00,1,172,True
12838,2011-11-06 12:20:00,2010-12-01 11:57:00,2,33,False
12839,2011-12-07 12:33:00,2010-12-07 15:48:00,14,2,False
12840,2011-07-19 09:29:00,2011-04-27 12:21:00,4,143,True
12841,2011-12-05 11:13:00,2010-12-03 10:43:00,25,4,False
12842,2011-09-30 15:33:00,2011-02-04 12:36:00,2,69,False
12843,2011-10-05 12:09:00,2011-03-20 14:38:00,8,65,False
12844,2011-11-10 13:31:00,2011-08-01 13:11:00,2,28,False
12845,2011-03-17 13:34:00,2011-02-22 14:10:00,4,266,True
12847,2011-11-17 13:16:00,2011-11-17 13:16:00,1,21,False
