customer_id,name,total_spent,segment
13070,Unknown,228.8,Low Value
13072,Unknown,177.15,Low Value
13075,Unknown,919.61,Mid Value
13077,Unknown,729.27,Mid Value
13078,Unknown,12627.94,High Value
13079,Unknown,220.1,Low Value
13080,Unknown,58.08,Low Value
13081,Unknown,28337.38,High Value
13082,Unknown,3613.63,High Value
13083,Unknown,303.75,Low Value
13085,Unknown,416.08,Mid Value
13089,Unknown,58825.83,High Value
13090,Unknown,8910.82,High Value
13091,Unknown,345.82,Low Value
13092,Unknown,477.83,Mid Value
13093,Unknown,7832.47,High Value
13094,Unknown,1927.32,High Value
13095,Unknown,74.4,Low Value
13097,Unknown,6010.42,High Value
13098,Unknown,28882.44,High Value
13099,Unknown,207.36,Low Value
13101,Unknown,101.19,Low Value
13102,Unknown,6424.09,High Value
13103,Unknown,243.94,Low Value
13104,Unknown,1098.48,Mid Value
13106,Unknown,76.5,Low Value
13107,Unknown,1531.62,High Value
13108,Unknown,350.06,Low Value
13109,Unknown,786.54,Mid Value
13110,Unknown,1488.67,High Value
13113,Unknown,12245.96,High Value
13115,Unknown,2294.78,High Value
13116,Unknown,501.14,Mid Value
13117,Unknown,984.91,Mid Value
13118,Unknown,1197.81,High Value
13120,Unknown,30.6,Low Value
13121,Unknown,283.73,Low Value
13122,Unknown,922.39,Mid Value
13124,Unknown,3866.33,High Value
13126,Unknown,2099.64,High Value
13127,Unknown,259.17,Low Value
13130,Unknown,64.0,Low Value
13131,Unknown,1073.3,Mid Value
13132,Unknown,77.3,Low Value
13133,Unknown,109.8,Low Value
13134,Unknown,1793.58,High Value
13135,Unknown,3096.0,High Value
13136,Unknown,2607.61,High Value
13137,Unknown,3650.41,High Value
13138,Unknown,962.39,Mid Value
13139,Unknown,5064.94,High Value
13140,Unknown,423.72,Mid Value
13141,Unknown,2388.75,High Value
13142,Unknown,307.09,Low Value
13144,Unknown,110.95,Low Value
13145,Unknown,618.52,Mid Value
13146,Unknown,228.91,Low Value
13147,Unknown,712.8,Mid Value
13148,Unknown,3707.12,High Value
13149,Unknown,1676.06,High Value
13151,Unknown,1257.87,High Value
13153,Unknown,486.22,Mid Value
13155,Unknown,971.76,Mid Value
13157,Unknown,1741.22,High Value
13158,Unknown,1201.06,High Value
13159,Unknown,1437.85,High Value
13160,Unknown,91.8,Low Value
13161,Unknown,112.75,Low Value
13162,Unknown,1688.29,High Value
13165,Unknown,1021.48,Mid Value
13166,Unknown,417.2,Mid Value
13167,Unknown,791.33,Mid Value
13168,Unknown,1319.19,High Value
13169,Unknown,712.88,Mid Value
13170,Unknown,116.01,Low Value
13171,Unknown,468.41,Mid Value
13173,Unknown,353.65,Low Value
13174,Unknown,2817.03,High Value
13176,Unknown,492.84,Mid Value
13177,Unknown,282.45,Low Value
13178,Unknown,5725.47,High Value
13182,Unknown,121.18,Low Value
13183,Unknown,3957.78,High Value
13184,Unknown,1701.29,High Value
13185,Unknown,71.4,Low Value
13186,Unknown,1575.89,High Value
13187,Unknown,236.02,Low Value
13188,Unknown,114.6,Low Value
13189,Unknown,260.68,Low Value
13192,Unknown,911.94,Mid Value
13193,Unknown,117.88,Low Value
13194,Unknown,60.7,Low Value
13196,Unknown,1797.78,High Value
13198,Unknown,3401.24,High Value
13199,Unknown,9817.12,High Value
13200,Unknown,870.09,Mid Value
13203,Unknown,869.46,Mid Value
13207,Unknown,250.26,Low Value
13208,Unknown,1223.9,High Value
13209,Unknown,5891.61,High Value
13210,Unknown,353.48,Low Value
13211,Unknown,1197.42,Mid Value
13212,Unknown,788.08,Mid Value
13213,Unknown,1520.58,High Value
13216,Unknown,333.74,Low Value
13217,Unknown,533.98,Mid Value
13218,Unknown,62.64,Low Value
13220,Unknown,819.29,Mid Value
13221,Unknown,847.41,Mid Value
13223,Unknown,163.2,Low Value
13224,Unknown,2155.95,High Value
13225,Unknown,6463.84,High Value
13226,Unknown,108.21,Low Value
13227,Unknown,257.7,Low Value
13228,Unknown,358.0,Low Value
13229,Unknown,160.95,Low Value
13230,Unknown,2806.97,High Value
13232,Unknown,1357.6,High Value
13233,Unknown,605.12,Mid Value
13235,Unknown,1031.07,Mid Value
13236,Unknown,744.85,Mid Value
13238,Unknown,700.73,Mid Value
13239,Unknown,329.56,Low Value
13240,Unknown,663.65,Mid Value
13242,Unknown,270.4,Low Value
13243,Unknown,600.07,Mid Value
13244,Unknown,121.74,Low Value
13245,Unknown,430.5,Mid Value
13246,Unknown,1987.3,High Value
13247,Unknown,501.12,Mid Value
13248,Unknown,465.68,Mid Value
13249,Unknown,711.41,Mid Value
13253,Unknown,1030.4,Mid Value
13255,Unknown,399.51,Mid Value
13258,Unknown,698.58,Mid Value
13259,Unknown,292.32,Low Value
13260,Unknown,557.62,Mid Value
13261,Unknown,944.1,Mid Value
13262,Unknown,200.29,Low Value
13263,Unknown,7454.07,High Value
13265,Unknown,2107.66,High Value
13266,Unknown,3834.26,High Value
13267,Unknown,4521.49,High Value
13268,Unknown,3214.69,High Value
13269,Unknown,5346.23,High Value
13270,Unknown,590.0,Mid Value
13271,Unknown,217.38,Low Value
13272,Unknown,276.56,Low Value
13273,Unknown,138.98,Low Value
13276,Unknown,590.93,Mid Value
13277,Unknown,258.4,Low Value
13278,Unknown,542.73,Mid Value
13279,Unknown,137.75,Low Value
13280,Unknown,814.86,Mid Value
13282,Unknown,1132.14,Mid Value
13283,Unknown,93.66,Low Value
13284,Unknown,201.19,Low Value
13285,Unknown,2709.12,High Value
13291,Unknown,361.11,Low Value
13292,Unknown,578.94,Mid Value
13294,Unknown,873.74,Mid Value
13295,Unknown,201.2,Low Value
13296,Unknown,87.4,Low Value
13297,Unknown,2089.85,High Value
13298,Unknown,360.0,Low Value
13299,Unknown,142.5,Low Value
13300,Unknown,371.89,Low Value
13301,Unknown,618.09,Mid Value
13302,Unknown,63.75,Low Value
13304,Unknown,300.42,Low Value
13305,Unknown,2000.86,High Value
13307,Unknown,15.0,Low Value
13308,Unknown,1385.51,High Value
13309,Unknown,1456.79,High Value
13310,Unknown,1132.03,Mid Value
13311,Unknown,598.57,Mid Value
13313,Unknown,1555.32,High Value
13314,Unknown,775.94,Mid Value
13316,Unknown,5977.73,High Value
13317,Unknown,2273.68,High Value
13318,Unknown,640.76,Mid Value
13319,Unknown,10845.55,High Value
13320,Unknown,1548.7,High Value
13321,Unknown,567.36,Mid Value
13322,Unknown,199.48,Low Value
13323,Unknown,787.85,Mid Value
13324,Unknown,7121.95,High Value
13325,Unknown,675.3,Mid Value
13327,Unknown,3627.77,High Value
13328,Unknown,1308.48,High Value
13329,Unknown,789.0,Mid Value
13330,Unknown,1140.93,Mid Value
13332,Unknown,350.9,Low Value
13334,Unknown,3536.82,High Value
13336,Unknown,795.12,Mid Value
13338,Unknown,487.02,Mid Value
13339,Unknown,860.12,Mid Value
13340,Unknown,10736.48,High Value
13341,Unknown,775.85,Mid Value
13343,Unknown,353.43,Low Value
13344,Unknown,2543.72,High Value
13345,Unknown,389.5,Mid Value
13347,Unknown,341.36,Low Value
13348,Unknown,233.76,Low Value
13349,Unknown,247.32,Low Value
13350,Unknown,979.12,Mid Value
13351,Unknown,373.94,Low Value
13352,Unknown,397.98,Mid Value
13354,Unknown,743.53,Mid Value
13355,Unknown,674.7,Mid Value
13356,Unknown,768.24,Mid Value
13357,Unknown,609.95,Mid Value
13358,Unknown,439.03,Mid Value
13359,Unknown,439.56,Mid Value
13362,Unknown,3090.74,High Value
13363,Unknown,992.5,Mid Value
13364,Unknown,134.96,Low Value
13365,Unknown,2225.37,High Value
13366,Unknown,56.16,Low Value
13368,Unknown,623.4,Mid Value
13369,Unknown,308.28,Low Value
13370,Unknown,754.87,Mid Value
13372,Unknown,378.64,Low Value
13373,Unknown,3312.25,High Value
13375,Unknown,778.65,Mid Value
13376,Unknown,1019.76,Mid Value
13379,Unknown,572.56,Mid Value
13381,Unknown,3639.31,High Value
13382,Unknown,222.99,Low Value
13384,Unknown,4151.93,High Value
13385,Unknown,534.57,Mid Value
13388,Unknown,677.1,Mid Value
13389,Unknown,797.96,Mid Value
13390,Unknown,544.08,Mid Value
13391,Unknown,59.8,Low Value
13394,Unknown,2520.02,High Value
13395,Unknown,307.72,Low Value
13396,Unknown,1360.99,High Value
13397,Unknown,1544.13,High Value
13398,Unknown,457.34,Mid Value
13402,Unknown,621.23,Mid Value
13403,Unknown,75.0,Low Value
13404,Unknown,252.49,Low Value
13405,Unknown,572.45,Mid Value
13408,Unknown,28117.04,High Value
13410,Unknown,1003.06,Mid Value
13411,Unknown,213.55,Low Value
13414,Unknown,1390.5,High Value
13416,Unknown,712.5,Mid Value
13417,Unknown,640.83,Mid Value
13418,Unknown,6127.43,High Value
