StockCode,Description,Revenue,Revenue_Share,Cumulative_Revenue
23245,SET OF 3 REGENCY CAKE TINS,26625.68,0.002987819689866146,0.16094092824055742
23199,JUMBO BAG APPLES,26451.260000000002,0.0029682470250438223,0.16390917526560125
22727,ALARM CLOCK BAKELIKE RED ,25925.2,0.002909214826577868,0.1668183900921791
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,25669.27,0.0028804954589137393,0.16969888555109286
20685,DOORMAT RED RETROSPOT,25397.85,0.002850037869840954,0.1725489234209338
21175,GIN + TONIC DIET METAL SIGN,24988.98,0.0028041562308895518,0.17535307965182337
22699,ROSES REGENCY TEACUP AND SAUCER ,24865.600000000002,0.0027903110561058216,0.1781433907079292
22629,SPACEBOY LUNCH BOX ,24694.59,0.0027711210468679723,0.18091451175479717
23355,HOT WATER BOTTLE KEEP CALM,24426.300000000003,0.0027410146929797642,0.18365552644777694
22457,NATURAL SLATE HEART CHALKBOARD ,24245.52,0.0027207283362168946,0.18637625478399383
23201,JUMBO BAG ALPHABET,24175.0,0.0027128148840710954,0.18908906966806494
21181,PLEASE ONE PERSON METAL SIGN,23930.920000000002,0.0026854252726169455,0.19177449494068188
21915,RED  HARMONICA IN BOX ,23793.93,0.0026700528419667325,0.1944445477826486
48138,DOORMAT UNION FLAG,23697.99,0.002659286866373029,0.19710383464902165
85099C,JUMBO  BAG BAROQUE BLACK WHITE,23675.04,0.0026567115157385126,0.19976054616476016
22112,CHOCOLATE HOT WATER BOTTLE,23624.24,0.002651010957471261,0.2024115571222314
22197,POPCORN HOLDER,23427.71,0.002628957203214115,0.20504051432544554
23173,REGENCY TEAPOT ROSES ,23073.32,0.0025891890763571988,0.20762970340180273
22138,BAKING SET 9 PIECE RETROSPOT ,23007.55,0.0025818086488525304,0.21021151205065525
48187,DOORMAT NEW ENGLAND,22968.25,0.002577398571295385,0.21278891062195063
22189,CREAM HEART CARD HOLDER,22715.57,0.002549043904701504,0.21533795452665214
21623,VINTAGE UNION JACK MEMOBOARD,22709.13,0.0025483212355038444,0.21788627576215597
21733,RED HANGING HEART T-LIGHT HOLDER,22624.690000000002,0.002538845740620247,0.2204251215027762
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,22175.52,0.0024884418083977768,0.22291356331117398
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,22133.83,0.002483763535284357,0.22539732684645833
21931,JUMBO STORAGE BAG SUKI,21790.95,0.002445287011294686,0.227842613857753
48185,DOORMAT FAIRY CAKE,21187.69,0.0023775917597139316,0.23022020561746695
22961,JAM MAKING SET PRINTED,21170.75,0.0023756908255200887,0.23259589644298703
23202,JUMBO BAG VINTAGE LEAF,20963.93,0.0023524823715666827,0.23494837881455372
21621,VINTAGE UNION JACK BUNTING,20962.16,0.00235228374975304,0.23730066256430676
22726,ALARM CLOCK BAKELIKE GREEN,20880.4,0.002343108992982755,0.23964377155728953
22666,RECIPE BOX PANTRY YELLOW DESIGN,20859.27,0.002340737874947577,0.2419845094322371
15056N,EDWARDIAN PARASOL NATURAL,20696.71,0.0023224960884923713,0.24430700552072945
23203,JUMBO BAG VINTAGE DOILY ,20674.68,0.0023200239763146637,0.24662702949704413
85066,CREAM SWEETHEART MINI CHEST,20562.92,0.0023074827481267095,0.24893451224517082
22722,SET OF 6 SPICE TINS PANTRY DESIGN,20530.0,0.0023037886068243882,0.2512383008519952
22139,RETROSPOT TEA SET CERAMIC 11 PC ,20470.780000000002,0.0022971431922459112,0.2535354440442411
21166,COOK WITH WINE METAL SIGN ,20315.33,0.002279699259516693,0.2558151433037578
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20174.23,0.002263865622282259,0.2580790089260401
22630,DOLLY GIRL LUNCH BOX,20129.44,0.00225883948045568,0.26033784840649576
22111,SCOTTIE DOG HOT WATER BOTTLE,20104.350000000002,0.0022560239881933702,0.2625938723946891
82482,WOODEN PICTURE FRAME WHITE FINISH,20001.65,0.0022444994343735524,0.26483837182906267
48194,DOORMAT HEARTS,19948.81,0.002238569956049899,0.26707694178511254
21731,RED TOADSTOOL LED NIGHT LIGHT,19844.91,0.002226910743373374,0.26930385252848593
22659,LUNCH BOX I LOVE LONDON,19353.219999999998,0.0021717353989949284,0.27147558792748083
21523,DOORMAT FANCY FONT HOME SWEET HOME,19157.02,0.0021497186759233777,0.27362530660340423
20713,JUMBO BAG OWLS,19076.92,0.0021407301972382027,0.27576603680064243
22090,PAPER BUNTING RETROSPOT,18791.890000000003,0.002108745352298936,0.27787478215294137
22728,ALARM CLOCK BAKELIKE PINK,18569.09,0.0020837436912370523,0.2799585258441784
21929,JUMBO BAG PINK VINTAGE PAISLEY,18429.98,0.002068133363273324,0.28202665920745174
23206,LUNCH BAG APPLE DESIGN,18278.25,0.0020511068729998964,0.28407776608045165
20727,LUNCH BAG  BLACK SKULL.,18024.55,0.002022637746377814,0.28610040382682944
21843,RED RETROSPOT CAKE STAND,17929.75,0.0020119996966979823,0.2881124035235274
22697,GREEN REGENCY TEACUP AND SAUCER,17806.34,0.0019981511554428336,0.29011055467897023
23344,JUMBO BAG 50'S CHRISTMAS ,17679.72,0.001983942401745995,0.2920944970807162
82494L,WOODEN FRAME ANTIQUE WHITE ,17625.07,0.001977809812980142,0.29407230689369634
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,17604.99,0.001975556521444583,0.29604786341514094
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,17592.52,0.0019741571914919723,0.2980220206066329
22467,GUMBALL COAT RACK,17580.350000000002,0.0019727915262535384,0.2999948121328864
22969,HOMEMADE JAM SCENTED CANDLES,17521.6,0.001966198853060604,0.301961010985947
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,17304.57,0.0019418446766680517,0.30390285566261505
20728,LUNCH BAG CARS BLUE,17265.68,0.0019374806075536145,0.30584033627016866
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,17226.2,0.001933050331167963,0.30777338660133663
23203,JUMBO BAG DOILEY PATTERNS,16741.260000000002,0.001878632442858493,0.30965201904419515
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,16570.29,0.001859446922249201,0.31151146596644436
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,16569.58,0.0018593672490923162,0.31337083321553666
21212,PACK OF 72 RETROSPOT CAKE CASES,16394.53,0.0018397238883702208,0.3152105571039069
22384,LUNCH BAG PINK POLKADOT,16349.5,0.001834670814772301,0.3170452279186792
22865,HAND WARMER OWL DESIGN,16237.630000000001,0.0018221172428558156,0.318867345161535
15036,ASSORTED COLOURS SILK FAN,16044.44,0.0018004382890831705,0.32066778345061814
22492,MINI PAINT SET VINTAGE ,16039.240000000002,0.0017998547673707748,0.3224676382179889
22382,LUNCH BAG SPACEBOY DESIGN ,15881.199999999999,0.0017821201959424974,0.3242497584139314
21485,RETROSPOT HEART HOT WATER BOTTLE,15871.73,0.0017810575131316534,0.32603081592706307
21754,HOME BUILDING BLOCK WORD,15630.960000000001,0.0017540393356905866,0.32778485526275364
85152,HAND OVER THE CHOCOLATE   SIGN ,15539.11,0.0017437323223668253,0.32952858758512044
20712,JUMBO BAG WOODLAND ANIMALS,15511.6,0.0017406452680768232,0.33126923285319726
22114,HOT WATER BOTTLE TEA AND SYMPATHY,15415.22,0.0017298299175689939,0.33299906277076624
22383,LUNCH BAG SUKI DESIGN ,15384.05,0.0017263321537660365,0.3347253949245323
22385,JUMBO BAG SPACEBOY DESIGN,15331.02,0.001720381354456738,0.33644577627898903
15056BL,EDWARDIAN PARASOL BLACK,15218.67,0.00170777391899757,0.3381535501979866
84946,ANTIQUE SILVER T-LIGHT GLASS,15206.42,0.0017063992765020222,0.3398599494744886
22077,6 RIBBONS RUSTIC CHARM,14988.589999999998,0.001681955327538332,0.34154190480202695
22624,IVORY KITCHEN SCALES,14788.33,0.0016594830086682564,0.3432013878106952
22698,PINK REGENCY TEACUP AND SAUCER,14769.49,0.0016573688646179608,0.3448587566753132
82483,WOOD 2 DRAWER CABINET WHITE FINISH,14689.87,0.001648434249475469,0.34650719092478866
21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,14632.970000000001,0.0016420491753532914,0.3481492401001419
20726,LUNCH BAG WOODLAND,14537.11,0.0016312921770167015,0.3497805322771586
22993,SET OF 4 PANTRY JELLY MOULDS,14180.17,0.0015912379000892834,0.3513717701772479
22835,HOT WATER BOTTLE I AM SO POORLY,13847.28,0.001553882411081696,0.3529256525883296
22197,SMALL POPCORN HOLDER,13798.72,0.0015484332160136298,0.3544740858043432
84997D,CHILDRENS CUTLERY POLKADOT PINK,13796.6,0.0015481953187001147,0.3560222811230433
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,13586.249999999998,0.001524590743276563,0.35754687186631984
48184,DOORMAT ENGLISH ROSE ,13470.95,0.0015116522714613246,0.35905852413778117
22084,PAPER CHAIN KIT EMPIRE,13435.150000000001,0.001507634948902907,0.36056615908668405
84029E,RED WOOLLY HOTTIE WHITE HEART.,13430.51,0.0015071142679903076,0.3620732733546744
22847,BREAD BIN DINER STYLE IVORY,13131.89,0.0014736044114988366,0.3635468777661732
23356,LOVE HOT WATER BOTTLE,13115.400000000001,0.0014717539743762584,0.3650186317405495
23200,JUMBO BAG PEARS,13043.24,0.0014636564884596265,0.36648228822900913
22622,BOX OF VINTAGE ALPHABET BLOCKS,13035.66,0.0014628058933480958,0.3679450941223572
84078A,SET/4 WHITE RETRO STORAGE CUBES ,13007.150000000001,0.0014596066233441716,0.36940470074570136
23313,VINTAGE CHRISTMAS BUNTING,12994.77,0.0014582173928058139,0.3708629181385072
23108,SET OF 10 LED DOLLY LIGHTS,12985.23,0.0014571468548949952,0.3723200649934022
82583,HOT BATHS METAL SIGN,12832.140000000001,0.0014399677512506336,0.37376003274465286
84978,HANGING HEART JAR T-LIGHT HOLDER,12674.720000000001,0.0014223027535649885,0.37518233549821783
22752,SET 7 BABUSHKA NESTING BOXES,12665.29,0.0014212445593827013,0.37660358005760053
22558,CLOTHES PEGS RETROSPOT PACK 24 ,12545.38,0.0014077887731262808,0.37801136883072683
23301,GARDENERS KNEELING PAD KEEP CALM ,12493.48,0.0014019647775737145,0.37941333360830054
22507,MEMO BOARD RETROSPOT  DESIGN,12411.02,0.0013927114698036834,0.3808060450781042
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,12294.380000000001,0.0013796226289317889,0.382185667707036
22188,BLACK HEART CARD HOLDER,12261.9,0.001375977862543593,0.3835616455695796
22866,HAND WARMER SCOTTY DOG DESIGN,12248.760000000002,0.0013745033480626547,0.3849361489176423
20750,RED RETROSPOT MINI CASES,12216.8,0.0013709169338456983,0.386307065851488
22113,GREY HEART HOT WATER BOTTLE,12191.15,0.0013680386007835917,0.3876751044522716
22551,PLASTERS IN TIN SPACEBOY,12151.8,0.00136362291244075,0.38903872736471234
22941,CHRISTMAS LIGHTS 10 REINDEER,12150.0,0.00136342092415569,0.39040214828886804
20749,ASSORTED COLOUR MINI CASES,12123.41,0.0013604371083224967,0.39176258539719055
21524,DOORMAT SPOTTY HOME SWEET HOME,12095.67,0.0013573242444182927,0.39311990964160887
22867,HAND WARMER BIRD DESIGN,12081.430000000002,0.0013557262926520396,0.3944756359342609
22083,PAPER CHAIN KIT RETROSPOT,12043.210000000001,0.00135143740806593,0.3958270733423268
23207,LUNCH BAG ALPHABET DESIGN,12029.06,0.0013498495557139297,0.39717692289804074
22379,RECYCLING BAG RETROSPOT ,11942.43,0.0013401283084168427,0.3985170512064576
DOT,DOTCOM POSTAGE,11906.36,0.0013360806876156661,0.39985313189407323
22625,RED KITCHEN SCALES,11895.73,0.0013348878345766722,0.4011880197286499
22568,FELTCRAFT CUSHION OWL,11783.05,0.0013222433679319096,0.40251026309658183
22273,FELTCRAFT DOLL MOLLY,11762.99,0.001319992320710629,0.40383025541729245
47590B,PINK HAPPY BIRTHDAY BUNTING,11688.150000000001,0.0013115940966806857,0.40514184951397314
23077,DOUGHNUT LIP GLOSS ,11640.7,0.0013062694610550736,0.4064481189750282
22554,PLASTERS IN TIN WOODLAND ANIMALS,11637.429999999998,0.0013059025156705473,0.4077540214906987
21977,PACK OF 60 PINK PAISLEY CAKE CASES,11629.7,0.0013050350882019284,0.4090590565789007
20971,PINK BLUE FELT CRAFT TRINKET BOX,11629.39,0.0013050003013306123,0.4103640568802313
22607,WOODEN ROUNDERS GARDEN SET ,11601.14,0.001301830207412308,0.4116658870876436
22191,IVORY DINER WALL CLOCK,11587.2,0.0013002659203602315,0.4129661530080039
23174,REGENCY SUGAR BOWL GREEN,11575.54,0.0012989574851358977,0.4142651104931398
22149,FELTCRAFT 6 FLOWER FRIENDS,11566.390000000001,0.001297930711353509,0.41556304120449333
48188,DOORMAT WELCOME PUPPIES,11544.2,0.0012954406446615736,0.4168584818491549
21755,LOVE BUILDING BLOCK WORD,11535.560000000001,0.0012944711008932852,0.4181529529500482
22427,ENAMEL FLOWER JUG CREAM,11444.93,0.0012843009907405089,0.4194372539407887
82486,WOOD S/3 CABINET ANT WHITE FINISH,11394.9,0.0012786868385729771,0.42071594077936164
22193,RED DINER WALL CLOCK,11074.390000000001,0.0012427205801037477,0.4219586613594654
21232,STRAWBERRY CERAMIC TRINKET BOX,10895.52,0.0012226485553544695,0.4231813099148199
21930,JUMBO STORAGE BAG SKULLS,10890.79,0.0012221177750276172,0.4244034276898475
22501,PICNIC BASKET WICKER LARGE,10818.9,0.0012140505873537444,0.42561747827720126
22570,FELTCRAFT CUSHION RABBIT,10694.81,0.0012001257394131288,0.4268176040166144
22413,METAL SIGN TAKE IT OR LEAVE IT ,10647.300000000001,0.0011947943708446815,0.4280123983874591
21790,VINTAGE SNAP CARDS,10447.42,0.0011723646939458964,0.42918476308140496
47566B,TEA TIME PARTY BUNTING,10445.25,0.001172121185846685,0.43035688426725166
21936,RED RETROSPOT PICNIC BAG,10371.66,0.0011638632314591444,0.4315207474987108
23209,LUNCH BAG VINTAGE DOILY ,10370.76,0.0011637622373166143,0.4326845097360274
22662,LUNCH BAG DOLLY GIRL DESIGN,10360.69,0.001162632225077417,0.4338471419611048
23209,LUNCH BAG DOILEY PATTERN ,10331.3,0.001159334205245241,0.43500647616635
22730,ALARM CLOCK BAKELIKE IVORY,10285.61,0.0011542070692761323,0.4361606832356262
22087,PAPER BUNTING WHITE LACE,10264.050000000001,0.0011517876984839682,0.43731247093411013
85014B,RED RETROSPOT UMBRELLA,10247.470000000001,0.0011499271619471367,0.43846239809605725
21479,WHITE SKULL HOT WATER BOTTLE ,10227.72,0.0011477109015971714,0.4396101089976544
22617,BAKING SET SPACEBOY DESIGN,10210.890000000001,0.0011458223111318598,0.44075593130878626
23170,REGENCY TEA PLATE ROSES ,10190.789999999999,0.0011435667752820217,0.4418994980840683
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,10161.41,0.0011402698776069853,0.44303976796167527
22988,SOLDIERS EGG CUP ,10150.220000000001,0.0011390141837681951,0.4441787821454435
20724,RED RETROSPOT CHARLOTTE BAG,10125.85,0.001136279486819909,0.4453150616322634
47590A,BLUE HAPPY BIRTHDAY BUNTING,10107.52,0.0011342225727837137,0.44644928420504715
21891,TRADITIONAL WOODEN SKIPPING ROPE,10019.47,0.0011243419791728568,0.44757362618422003
23208,LUNCH BAG VINTAGE LEAF DESIGN,10006.45,0.0011228809305775889,0.44869650711479764
23300,GARDENERS KNEELING PAD CUP OF TEA ,9963.39,0.0011180489219360956,0.44981455603673376
22499,WOODEN UNION JACK BUNTING,9928.83,0.0011141707468629415,0.4509287267835967
84997C,CHILDRENS CUTLERY POLKADOT BLUE,9831.4,0.001103237569855494,0.45203196435345216
48173C,DOORMAT BLACK FLOCK ,9822.2,0.001102205185287409,0.4531341695387396
23343,JUMBO BAG VINTAGE CHRISTMAS ,9748.34,0.0010939169326571094,0.4542280864713967
23076,ICE CREAM SUNDAE LIP GLOSS,9668.16,0.0010849194767148212,0.45531300594811147
22970,LONDON BUS COFFEE MUG,9666.3,0.0010847107554869256,0.4563977167035984
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,9656.789999999999,0.0010836435840475248,0.4574813602876459
22569,FELTCRAFT CUSHION BUTTERFLY,9655.48,0.0010834965814622865,0.4585648568691082
22690,DOORMAT HOME SWEET HOME BLUE ,9635.89,0.0010812982756265492,0.4596461551447347
84997B,CHILDRENS CUTLERY RETROSPOT RED ,9603.68,0.0010776838074811126,0.46072383895221586
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,9597.710000000001,0.0010770138796689966,0.4618008528318849
22846,BREAD BIN DINER STYLE RED ,9597.31,0.0010769689933834276,0.4628778218252683
22556,PLASTERS IN TIN CIRCUS PARADE ,9596.96,0.0010769297178835548,0.46395475154315186
82600,NO SINGING METAL SIGN,9573.6,0.0010743083588063305,0.4650290599019582
22605,WOODEN CROQUET GARDEN SET,9555.98,0.0010723311179270199,0.46610139101988524
22633,HAND WARMER UNION JACK,9550.560000000001,0.0010717229087575612,0.4671731139286428
22692,DOORMAT WELCOME TO OUR HOME,9468.08,0.0010624673566732516,0.46823558128531606
22555,PLASTERS IN TIN STRONGMAN,9462.289999999999,0.0010618176276896414,0.4692973989130057
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,9424.32,0.0010575567970320125,0.4703549557100377
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,9374.7,0.0010519886533071892,0.4714069443633449
22766,PHOTO FRAME CORNICE,9365.78,0.0010509876891390026,0.47245793205248393
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,9339.34,0.0010480207056628975,0.47350595275814683
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9329.17,0.0010468794718523078,0.4745528322299991
22560,TRADITIONAL MODELLING CLAY,9311.47,0.0010448932537158835,0.475597725483715
22621,TRADITIONAL KNITTING NANCY,9297.869999999999,0.0010433671200065404,0.4766410926037215
23240,SET OF 4 KNICK KNACK TINS DOILY ,9270.5,0.0010402957759164876,0.477681388379638
21914,BLUE HARMONICA IN BOX ,9222.63,0.0010349240096910281,0.478716312389329
21481,FAWN BLUE HOT WATER BOTTLE,9218.550000000001,0.0010344661695782253,0.47975077855890724
21217,RED RETROSPOT ROUND CAKE TINS,9188.25,0.0010310660334463802,0.4807818445923536
23171,REGENCY TEA PLATE GREEN ,9184.9,0.0010306901108047405,0.4818125347031584
22978,PANTRY ROLLING PIN,9184.279999999999,0.0010306205370621086,0.4828431552402205
22561,WOODEN SCHOOL COLOURING SET,9072.869999999999,0.0010181185843740276,0.4838612738245945
20679,EDWARDIAN PARASOL RED,9055.87,0.001016210917237349,0.48487748474183184
23175,REGENCY MILK JUG PINK ,9008.0,0.0010108391510118893,0.48588832389284375
22992,REVOLVER WOODEN RULER ,8950.289999999999,0.0010043631821614347,0.4868926870750052
22838,3 TIER CAKE TIN RED AND CREAM,8737.78,0.0009805162207958112,0.48787320329580103
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,8734.64,0.0009801638634540952,0.48885336715925515
85150,LADIES & GENTLEMEN METAL SIGN,8699.13,0.000976179083452715,0.48982954624270786
84375,SET OF 20 KIDS COOKIE CUTTERS,8697.27,0.0009759703622248197,0.49080551660493266
20972,PINK CREAM FELT CRAFT TRINKET BOX ,8648.49,0.0009704964796996908,0.49177601308463237
22966,GINGERBREAD MAN COOKIE CUTTER,8625.130000000001,0.0009678751206224665,0.49274388820525483
84991,60 TEATIME FAIRY CAKE CASES,8618.37,0.000967116542396352,0.49371100474765117
22619,SET OF 6 SOLDIER SKITTLES,8597.5,0.0009647746004467939,0.494675779348098
82582,AREA PATROLLED METAL SIGN,8552.220000000001,0.0009596934729203932,0.4956354728210184
23582,VINTAGE DOILY JUMBO BAG RED ,8535.26,0.0009577902944122713,0.49659326311543067
21791,VINTAGE HEADS AND TAILS CARD GAME ,8531.41,0.0009573582639136704,0.49755062137934436
23581,JUMBO BAG PAISLEY PARK,8529.24,0.0009571147558144591,0.4985077361351588
22632,HAND WARMER RED RETROSPOT,8526.12,0.0009567646427870217,0.49946450077794585
22424,ENAMEL BREAD BIN CREAM,8519.0,0.000955965666903895,0.5004204664448497
22041,"RECORD FRAME 7"" SINGLE SIZE ",8450.82,0.000948314799528674,0.5013687812443784
22169,FAMILY ALBUM WHITE PICTURE FRAME,8416.64,0.0009444792664268104,0.5023132605108053
22791,T-LIGHT GLASS FLUTED ANTIQUE,8378.890000000001,0.0009402431232262446,0.5032535036340315
22776,SWEETHEART CAKESTAND 3 TIER,8376.6,0.0009399861492413625,0.5041934897832729
21174,POTTERING IN THE SHED METAL SIGN,8372.7,0.0009395485079570656,0.50513303829123
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",8354.87,0.0009375477017778314,0.5060705859930078
23318,BOX OF 6 MINI VINTAGE CRACKERS,8350.41,0.0009370472196937379,0.5070076332127016
22989,SET 2 PANTRY DESIGN TEA TOWELS,8323.17,0.0009339904636464951,0.5079416236763481
22147,FELTCRAFT BUTTERFLY HEARTS,8314.55,0.000933023164192485,0.5088746468405406
22759,SET OF 3 NOTEBOOKS IN PARCEL,8283.75,0.0009295669202036788,0.5098042137607443
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,8269.45,0.0009279622354945904,0.5107321759962389
23319,BOX OF 6 MINI 50'S CRACKERS,8216.79,0.0009220529559994432,0.5116542289522383
23322,LARGE WHITE HEART OF WICKER,8184.700000000001,0.0009184519537396772,0.512572680905978
71459,HANGING JAM JAR T-LIGHT HOLDER,8164.12,0.0009161425543471566,0.5134888234603251
22158,3 HEARTS HANGING DECORATION RUSTIC,8161.21,0.0009158160066196427,0.5144046394669447
23082,SET 6 PAPER TABLE LANTERN HEARTS ,8129.43,0.0009122497912311927,0.5153168892581759
22655,VINTAGE RED KITCHEN CABINET,8125.0,0.000911752675618517,0.5162286419337944
23078,ICE CREAM PEN LIP GLOSS ,8077.31,0.0009064011082215636,0.517135043042016
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8071.51,0.0009057502570808143,0.5180407932990968
48116,DOORMAT MULTICOLOUR STRIPE,8053.22,0.0009036978316731758,0.51894449113077
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,8051.83,0.0009035418518308239,0.5198480329826008
22729,ALARM CLOCK BAKELIKE ORANGE,7995.63,0.0008972353287083918,0.5207452683113093
23256,CHILDRENS CUTLERY SPACEBOY ,7974.38,0.0008948507447875434,0.5216401190560969
23080,RED METAL BOX TOP SECRET,7962.03,0.0008934648807206032,0.5225335839368175
22667,RECIPE BOX RETROSPOT ,7952.900000000001,0.0008924403512524929,0.52342602428807
21210,SET OF 72 RETROSPOT PAPER  DOILIES,7947.37,0.0008918197983545026,0.5243178440864245
21121,SET/10 RED POLKADOT PARTY CANDLES,7799.18,0.0008751905517083601,0.5251930346381328
22652,TRAVEL SEWING KIT,7787.36,0.0008738641619697987,0.5260668988001026
72741,GRAND CHOCOLATECANDLE,7785.049999999999,0.0008736049436706382,0.5269405037437732
22502,PICNIC BASKET WICKER SMALL,7746.700000000001,0.0008693014710417189,0.5278098052148149
84378,SET OF 3 HEART COOKIE CUTTERS,7741.84,0.0008687561026720567,0.5286785613174869
22940,FELTCRAFT CHRISTMAS FAIRY,7722.68,0.0008666060495933057,0.5295451673670802
20711,JUMBO BAG TOYS ,7689.28,0.0008628580447483016,0.5304080254118285
35970,ZINC FOLKART SLEIGH BELLS,7665.110000000001,0.0008601457909428002,0.5312681712027714
23439,HAND WARMER RED LOVE HEART,7660.200000000001,0.0008595948117874418,0.5321277660145588
22768,FAMILY PHOTO FRAME CORNICE,7646.839999999999,0.0008580956098494401,0.5329858616244082
22192,BLUE DINER WALL CLOCK,7528.93,0.0008448642550208642,0.533830725879429
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,7510.29,0.0008427725541133528,0.5346734984335424
21136,PAINTED METAL PEARS ASSORTED,7491.4,0.000840652799277361,0.5355141512328198
22952,60 CAKE CASES VINTAGE CHRISTMAS,7417.85,0.0008323993335183775,0.5363465505663382
21314,SMALL GLASS HEART TRINKET POT,7412.56,0.0008318057123917286,0.5371783562787299
22557,PLASTERS IN TIN VINTAGE PAISLEY ,7346.69,0.000824414063315668,0.5380027703420456
21770,OPEN CLOSED METAL SIGN,7311.360000000001,0.000820449482142794,0.5388232198241883
20719,WOODLAND CHARLOTTE BAG,7277.24,0.0008166206819837658,0.5396398405061721
22616,PACK OF 12 LONDON TISSUES ,7266.71,0.0008154390505161642,0.5404552795566883
21889,WOODEN BOX OF DOMINOES,7215.95,0.0008097429808774693,0.5412650225375657
22900, SET 2 TEA TOWELS I LOVE LONDON ,7208.95,0.0008089574708800133,0.5420739800084458
21908,CHOCOLATE THIS WAY METAL SIGN,7208.52,0.0008089092181230268,0.5428828892265688
84949,SILVER HANGING T-LIGHT HOLDER,7193.249999999999,0.0008071956841714334,0.5436900849107402
23238,SET OF 4 KNICK KNACK TINS LONDON ,7170.6,0.000804653998251094,0.5444947389089914
22750,FELTCRAFT PRINCESS LOLA DOLL,7166.94,0.0008042432887381384,0.5452989821977295
22585,PACK OF 6 BIRDY GIFT TAGS,7149.7,0.0008023086898301183,0.5461012908875597
22355,CHARLOTTE BAG SUKI DESIGN,7138.65,0.0008010687061912771,0.5469023595937509
23240,SET OF 4 KNICK KNACK TINS DOILEY ,7136.85,0.000800866717906217,0.5477032263116571
22144,CHRISTMAS CRAFT LITTLE FRIENDS,7128.1,0.0007998848304093971,0.5485031111420665
